edad,segmento,saldo_total,numero_productos,visitas_app_mes,usa_web,usa_tarjeta_credito,reclamos_6m,satisfaccion_encuesta,tasa_credito_personal,rango_ingresos,region,cerrara_cuenta
43,Preferente,37728.37,1,4,0,1,0,2.6,32.38,Bajo,Costa,0
60,Preferente,27213.62,2,12,1,1,0,3.6,31.08,Bajo,Sierra,0
44,Estándar,16962.14,4,7,1,1,0,2.7,40.34,Bajo,Selva,0
22,Premium,12075.54,5,7,1,1,0,1.2,30.08,Medio,Costa,0
37,Estándar,35541.31,4,6,1,1,0,3.0,33.26,Alto,Costa,0
28,Estándar,0.0,5,12,1,1,0,1.3,41.5,Medio,Costa,0
27,Preferente,5448.14,1,5,1,1,0,4.5,49.03,Bajo,Costa,0
57,Estándar,14036.63,5,8,1,1,1,4.0,39.3,Medio,Costa,0
55,Preferente,38564.81,2,2,0,1,1,2.5,36.07,Bajo,Selva,0
23,Preferente,25696.51,5,12,0,1,0,3.6,30.87,Alto,Sierra,0
25,Estándar,5479.31,3,3,0,1,0,1.4,26.92,Bajo,Costa,0
40,Preferente,15345.38,2,4,1,0,1,3.8,43.88,Medio,Sierra,0
64,Estándar,10785.15,1,4,1,1,1,4.3,33.77,Medio,Costa,1
43,Estándar,9353.17,2,2,1,0,0,4.3,44.21,Bajo,Sierra,0
63,Preferente,34683.34,3,6,0,0,0,2.1,32.36,Bajo,Selva,1
60,Premium,0.0,1,10,0,0,0,2.1,29.81,Medio,Sierra,0
29,Estándar,44131.71,4,4,0,0,3,3.1,38.37,Bajo,Sierra,0
43,Estándar,32423.45,3,8,0,1,0,4.9,34.39,Medio,Costa,0
30,Preferente,36362.93,1,6,0,1,0,4.7,25.36,Alto,Sierra,0
57,Preferente,13055.91,5,4,1,0,1,2.4,49.54,Medio,Sierra,0
35,Preferente,17750.89,2,6,1,1,0,4.1,29.98,Medio,Selva,0
42,Estándar,0.0,1,9,1,0,1,4.7,42.42,Muy Alto,Sierra,0
50,Estándar,12130.06,2,2,1,1,0,2.0,41.73,Medio,Selva,0
64,Estándar,27404.82,5,7,1,1,0,4.3,24.92,Muy Alto,Selva,0
57,Preferente,39440.95,1,6,1,1,0,2.1,26.98,Bajo,Sierra,1
60,Estándar,3392.65,4,6,1,0,1,2.4,32.59,Alto,Selva,0
29,Estándar,14517.41,3,9,1,1,0,1.8,28.07,Medio,Costa,1
61,Premium,17730.51,1,4,0,1,0,3.0,48.81,Alto,Costa,0
53,Estándar,0.0,5,3,0,1,0,4.4,33.4,Bajo,Sierra,0
65,Premium,28870.24,1,5,0,0,0,3.1,42.12,Bajo,Costa,1
21,Preferente,9140.15,2,4,1,1,0,1.5,39.11,Bajo,Selva,0
22,Preferente,17069.14,1,6,0,0,1,2.0,37.11,Muy Alto,Costa,0
73,Estándar,13220.76,4,11,1,1,1,3.3,35.32,Medio,Costa,0
54,Estándar,8159.92,1,10,0,0,1,3.3,44.9,Muy Alto,Selva,0
25,Preferente,19894.33,3,8,1,1,0,3.3,28.4,Bajo,Costa,0
59,Preferente,16765.86,1,1,0,0,1,1.3,48.81,Bajo,Costa,0
66,Preferente,14422.13,2,5,1,1,0,4.0,24.7,Bajo,Costa,1
45,Estándar,9073.08,1,5,0,1,0,4.6,41.25,Medio,Sierra,0
48,Preferente,24792.87,4,11,0,1,0,3.0,23.76,Alto,Sierra,0
26,Preferente,44804.26,5,7,1,1,0,3.9,32.47,Medio,Selva,0
71,Preferente,22098.31,1,5,1,0,0,4.7,35.75,Muy Alto,Costa,0
68,Preferente,34941.77,1,9,0,0,1,3.6,31.11,Bajo,Selva,0
46,Preferente,0.0,3,6,1,0,1,3.7,33.55,Medio,Costa,1
31,Preferente,22366.42,4,5,1,1,0,3.9,23.9,Alto,Costa,0
57,Estándar,3539.48,5,5,1,1,1,2.0,27.1,Bajo,Costa,0
58,Estándar,0.0,2,2,1,1,1,3.3,38.99,Bajo,Costa,0
39,Estándar,8909.43,1,7,1,0,0,4.4,35.24,Medio,Costa,0
28,Estándar,37878.49,5,11,0,1,2,2.2,29.48,Bajo,Costa,0
40,Estándar,34250.24,2,6,1,1,2,4.6,45.59,Muy Alto,Costa,0
18,Estándar,23645.07,4,9,1,1,2,3.5,25.24,Muy Alto,Selva,0
63,Estándar,0.0,4,6,1,1,0,2.7,32.11,Alto,Costa,0
54,Estándar,17055.79,5,11,1,0,1,3.5,30.95,Alto,Selva,0
38,Preferente,24525.5,2,5,1,0,0,2.6,39.92,Bajo,Selva,0
43,Premium,22633.04,4,5,1,0,0,4.4,35.39,Bajo,Costa,0
63,Estándar,0.0,5,7,1,1,0,2.9,34.13,Alto,Sierra,1
53,Premium,6645.23,4,15,1,1,0,4.6,20.25,Medio,Sierra,0
71,Estándar,19038.83,4,7,1,0,1,3.0,41.92,Medio,Selva,0
40,Estándar,28044.36,4,14,1,0,0,3.6,33.26,Alto,Selva,0
74,Estándar,0.0,3,1,0,0,1,5.0,35.93,Medio,Sierra,0
18,Estándar,17568.14,2,1,1,1,0,1.6,29.01,Bajo,Costa,1
71,Preferente,22145.73,5,9,1,0,0,3.9,27.75,Alto,Costa,0
72,Preferente,32744.18,5,3,1,0,1,1.6,46.99,Medio,Selva,0
68,Estándar,30392.86,2,5,1,0,0,4.4,20.81,Alto,Sierra,1
57,Estándar,28738.57,2,3,1,1,0,3.4,26.57,Medio,Selva,0
32,Estándar,8000.89,2,7,1,1,1,4.8,46.84,Bajo,Sierra,0
38,Estándar,0.0,2,6,1,1,0,4.5,40.13,Bajo,Costa,0
64,Estándar,14104.21,1,6,0,0,0,1.3,32.4,Alto,Selva,0
26,Estándar,35024.48,5,8,0,1,1,1.5,44.97,Medio,Selva,0
70,Preferente,40901.82,1,10,1,0,0,3.4,38.57,Medio,Costa,0
26,Premium,30658.24,4,5,1,1,2,3.1,36.86,Medio,Costa,1
27,Estándar,26440.11,4,9,1,0,0,1.7,36.8,Medio,Sierra,0
69,Premium,25694.59,5,9,1,0,0,1.5,38.72,Bajo,Sierra,0
74,Estándar,11658.22,4,7,1,1,1,3.3,39.05,Medio,Costa,0
70,Estándar,18049.1,2,5,1,0,0,1.2,52.57,Bajo,Costa,0
43,Estándar,45036.04,1,7,1,0,2,4.5,33.44,Medio,Sierra,0
58,Preferente,5861.63,2,11,1,1,0,4.2,33.69,Medio,Costa,0
52,Premium,44221.68,4,4,1,1,0,4.1,25.1,Bajo,Costa,0
69,Preferente,15169.58,1,2,1,1,1,1.1,34.58,Medio,Sierra,0
42,Estándar,39881.48,2,10,1,1,0,1.2,49.9,Medio,Selva,0
43,Preferente,0.0,5,1,1,1,0,3.2,42.88,Bajo,Sierra,0
28,Estándar,28788.56,2,5,1,1,1,5.0,30.65,Muy Alto,Sierra,0
55,Preferente,8948.45,4,8,0,1,1,2.4,35.24,Bajo,Sierra,0
19,Estándar,0.0,1,2,0,1,1,2.4,24.63,Medio,Sierra,1
24,Estándar,23278.01,5,9,0,0,0,1.5,27.25,Bajo,Costa,1
35,Estándar,35142.08,1,6,0,0,0,3.7,36.2,Alto,Costa,1
44,Preferente,7325.88,5,7,0,1,1,3.6,31.04,Muy Alto,Costa,0
51,Estándar,0.0,1,7,1,1,0,1.4,26.64,Medio,Selva,0
44,Preferente,18622.33,4,9,1,1,3,2.9,38.92,Alto,Selva,1
34,Estándar,18688.47,5,11,1,0,1,3.7,34.34,Bajo,Sierra,0
60,Preferente,28224.79,3,7,1,0,0,3.0,22.46,Bajo,Selva,0
61,Preferente,34243.92,1,7,1,0,0,3.7,18.4,Medio,Selva,0
68,Preferente,19108.77,1,3,1,0,0,4.3,30.44,Medio,Selva,1
71,Estándar,47832.55,2,9,1,1,0,3.7,22.29,Medio,Costa,0
41,Estándar,23363.52,5,2,1,1,0,3.5,20.05,Medio,Sierra,0
42,Estándar,14803.6,3,6,1,1,1,4.4,44.03,Medio,Sierra,1
24,Preferente,0.0,4,8,1,1,0,4.6,34.22,Alto,Sierra,1
69,Estándar,16060.11,2,3,1,1,0,2.6,32.88,Bajo,Costa,0
23,Estándar,14954.2,3,5,0,1,1,1.7,33.49,Bajo,Sierra,1
70,Estándar,34404.57,5,5,1,1,0,4.3,25.9,Medio,Costa,1
41,Estándar,26937.25,3,3,0,1,0,1.9,38.29,Medio,Selva,0
50,Preferente,2309.46,1,3,0,1,1,4.7,33.95,Bajo,Sierra,0
66,Estándar,22583.82,1,7,1,1,0,1.1,28.94,Bajo,Costa,0
46,Preferente,30072.97,2,7,1,1,0,4.7,30.14,Medio,Costa,0
60,Estándar,42920.47,5,7,1,1,1,3.4,25.18,Bajo,Sierra,1
39,Estándar,33312.56,5,5,1,1,1,4.1,31.75,Alto,Sierra,0
43,Estándar,31412.7,3,5,1,1,1,2.6,33.08,Bajo,Sierra,0
45,Estándar,20901.29,2,7,1,1,1,5.0,31.54,Bajo,Sierra,1
67,Estándar,25824.68,5,9,0,0,0,1.9,35.44,Medio,Selva,1
38,Preferente,38742.57,1,10,1,0,0,2.1,34.37,Muy Alto,Costa,0
66,Estándar,8.34,3,12,1,1,0,1.2,36.85,Medio,Sierra,1
24,Preferente,14758.41,4,7,1,0,1,4.8,42.54,Medio,Selva,0
34,Estándar,8411.47,1,8,0,1,1,2.8,39.74,Bajo,Selva,0
37,Estándar,25687.3,2,10,0,0,1,3.7,42.64,Medio,Costa,0
58,Preferente,38453.33,5,3,1,0,0,3.7,28.22,Bajo,Costa,0
66,Estándar,11045.39,1,4,1,1,0,4.5,30.93,Medio,Costa,0
37,Estándar,0.0,4,7,1,1,1,3.7,40.23,Medio,Selva,0
71,Estándar,13816.69,4,6,1,1,0,3.2,40.37,Bajo,Costa,0
39,Estándar,33702.11,2,6,0,0,0,3.8,29.57,Bajo,Costa,1
45,Preferente,28064.45,1,5,1,1,0,4.0,39.89,Alto,Costa,0
57,Estándar,26422.79,3,8,1,1,0,1.7,27.45,Medio,Costa,0
66,Preferente,15800.1,1,7,0,0,0,1.4,38.85,Alto,Sierra,0
24,Preferente,814.54,4,8,1,0,0,1.3,34.79,Bajo,Sierra,0
18,Estándar,27729.41,2,6,1,1,0,2.5,23.92,Medio,Sierra,0
49,Premium,7485.77,2,7,1,0,1,3.0,31.53,Bajo,Costa,0
30,Estándar,52761.45,3,6,0,1,0,3.5,52.46,Bajo,Costa,1
47,Premium,28557.61,2,9,1,0,1,4.8,36.62,Medio,Selva,1
40,Estándar,11290.28,2,4,1,1,1,2.3,53.4,Alto,Costa,0
68,Preferente,10829.22,2,6,1,0,1,4.0,23.45,Medio,Selva,0
73,Estándar,18605.84,2,9,0,1,0,3.1,41.01,Alto,Costa,0
36,Estándar,16407.47,2,5,1,1,1,1.9,14.73,Medio,Costa,1
49,Preferente,36752.51,4,10,1,0,0,3.5,35.0,Medio,Costa,0
47,Preferente,22796.24,1,6,1,1,1,4.9,40.05,Alto,Selva,0
46,Estándar,9025.52,5,6,1,1,0,1.5,41.7,Medio,Costa,0
66,Estándar,48356.61,2,6,1,1,0,3.0,28.61,Medio,Sierra,0
62,Preferente,20739.62,5,8,0,1,0,1.2,43.31,Medio,Sierra,1
46,Preferente,31532.6,5,3,1,0,1,2.3,30.73,Medio,Costa,0
47,Premium,10876.6,4,5,0,1,1,3.5,33.69,Alto,Costa,0
33,Preferente,25446.73,2,5,0,1,0,4.4,31.53,Bajo,Selva,0
57,Premium,24666.65,5,4,1,1,0,3.9,25.91,Bajo,Costa,0
36,Preferente,0.0,2,6,0,1,0,2.9,47.56,Alto,Sierra,0
35,Estándar,50229.13,3,6,1,0,1,4.6,35.38,Alto,Selva,0
18,Estándar,39359.67,3,4,1,0,1,2.2,43.7,Medio,Costa,0
31,Preferente,14042.07,3,5,1,1,0,4.0,43.36,Bajo,Costa,0
68,Preferente,3465.95,5,4,1,1,0,2.9,27.26,Medio,Costa,0
64,Estándar,25213.42,3,6,1,0,2,4.6,44.73,Bajo,Costa,1
67,Estándar,21300.47,4,9,0,0,1,4.2,39.03,Medio,Costa,0
19,Premium,25335.03,4,5,1,1,1,4.6,26.67,Bajo,Sierra,0
71,Estándar,22873.66,5,3,0,0,2,1.9,38.59,Medio,Sierra,0
45,Estándar,27593.61,2,8,1,0,1,3.7,26.82,Bajo,Sierra,0
66,Estándar,41709.59,1,5,1,0,0,4.0,47.85,Medio,Selva,0
67,Estándar,28521.55,2,1,1,1,1,4.0,41.51,Medio,Costa,0
47,Estándar,4255.17,2,4,0,1,0,3.0,34.43,Medio,Costa,0
55,Estándar,40438.44,2,5,0,1,0,1.0,45.12,Bajo,Costa,0
68,Estándar,44609.22,2,10,1,1,2,2.0,22.34,Bajo,Costa,0
21,Preferente,67280.85,1,8,1,0,0,2.3,29.01,Medio,Costa,0
18,Estándar,3147.59,3,3,1,0,0,4.4,32.98,Medio,Costa,0
25,Preferente,23643.23,2,5,1,1,0,4.4,52.89,Medio,Selva,0
46,Preferente,0.0,4,6,0,0,2,1.4,26.44,Bajo,Selva,0
72,Estándar,28297.24,5,9,0,1,0,4.8,21.34,Alto,Costa,0
56,Preferente,11777.0,5,7,1,1,1,1.7,23.44,Alto,Selva,0
20,Estándar,48851.69,4,4,1,0,0,2.7,42.25,Medio,Selva,0
49,Preferente,8380.78,2,7,0,1,1,1.9,30.25,Medio,Costa,0
27,Estándar,0.0,1,6,1,1,0,4.4,33.73,Alto,Costa,1
27,Preferente,12931.04,3,7,1,1,1,4.0,41.1,Alto,Selva,0
36,Preferente,0.0,5,6,0,0,0,2.4,33.74,Muy Alto,Sierra,0
63,Estándar,31266.49,3,11,1,0,0,3.7,36.63,Medio,Selva,1
51,Estándar,0.0,1,6,1,1,0,1.7,39.28,Muy Alto,Costa,1
50,Preferente,20426.86,5,7,1,1,0,2.5,31.55,Bajo,Costa,0
40,Preferente,0.0,3,2,1,0,0,2.5,33.67,Medio,Costa,1
72,Estándar,15195.53,1,6,0,1,1,2.0,36.94,Medio,Selva,1
45,Preferente,44650.67,3,5,1,1,0,4.5,41.95,Medio,Costa,0
49,Estándar,25409.72,2,6,1,1,0,3.7,28.66,Medio,Costa,0
67,Preferente,7047.6,1,6,1,0,0,2.1,10.84,Bajo,Sierra,1
24,Estándar,19531.95,3,6,1,0,0,2.0,40.44,Alto,Costa,1
46,Preferente,20270.25,2,10,1,0,0,1.1,42.42,Medio,Costa,0
25,Estándar,27089.46,2,9,1,0,1,2.4,36.6,Muy Alto,Sierra,0
18,Estándar,0.0,1,7,0,1,0,3.1,37.15,Bajo,Costa,0
74,Estándar,28888.51,4,13,1,0,0,2.1,30.49,Medio,Costa,1
72,Estándar,0.0,5,6,1,1,0,3.8,39.0,Medio,Costa,0
20,Estándar,10551.73,1,5,1,0,1,2.6,41.83,Medio,Sierra,0
41,Estándar,12675.89,2,6,1,1,0,2.3,35.45,Alto,Costa,0
40,Preferente,29499.9,2,13,1,0,1,4.8,54.93,Bajo,Costa,1
25,Estándar,20339.46,1,5,1,0,0,2.1,22.49,Bajo,Sierra,0
71,Estándar,0.0,4,8,1,0,2,2.6,36.3,Alto,Costa,0
74,Estándar,5225.1,5,6,1,1,0,2.5,25.61,Medio,Costa,0
64,Estándar,22980.2,3,3,1,0,1,2.0,42.04,Bajo,Sierra,0
54,Estándar,18813.99,1,3,1,0,0,1.9,22.35,Medio,Costa,0
20,Estándar,11313.14,5,4,0,0,0,2.2,24.33,Medio,Costa,0
68,Estándar,12787.49,5,2,1,1,0,4.5,29.93,Medio,Sierra,0
50,Estándar,30442.52,2,7,1,1,0,4.1,37.13,Bajo,Sierra,0
45,Estándar,12234.61,3,10,1,1,0,3.7,30.24,Medio,Sierra,0
64,Estándar,18678.63,1,9,0,1,1,2.8,30.32,Medio,Costa,0
25,Estándar,52549.05,2,5,1,0,0,3.0,33.55,Alto,Costa,1
51,Estándar,0.0,2,8,0,1,0,2.1,33.06,Alto,Sierra,0
52,Premium,0.0,4,3,1,0,1,1.3,46.9,Medio,Costa,0
49,Estándar,31753.84,5,11,0,1,0,2.3,40.49,Medio,Costa,0
41,Preferente,9820.35,1,6,1,1,0,3.0,32.4,Bajo,Sierra,0
31,Estándar,15226.44,1,3,0,1,0,1.2,51.78,Medio,Costa,0
49,Preferente,8282.65,1,2,0,0,1,1.4,38.93,Bajo,Sierra,0
73,Preferente,16103.0,2,6,1,0,0,2.1,27.25,Alto,Costa,0
63,Estándar,43978.07,4,10,0,1,1,2.5,37.05,Alto,Costa,0
60,Premium,32031.93,3,7,1,1,0,2.6,39.28,Medio,Selva,0
33,Estándar,32933.35,2,5,1,0,0,1.5,29.5,Bajo,Costa,1
21,Estándar,0.0,3,10,1,0,1,1.9,26.58,Bajo,Sierra,0
69,Preferente,2732.69,4,5,0,1,0,2.0,35.69,Alto,Costa,0
54,Preferente,0.0,5,3,1,1,0,1.3,32.12,Alto,Costa,0
71,Estándar,7859.29,1,3,1,1,0,2.3,46.83,Bajo,Costa,0
38,Estándar,34350.55,3,4,1,0,1,1.3,40.93,Medio,Costa,0
31,Estándar,27754.2,2,2,1,1,1,3.8,29.87,Bajo,Selva,0
48,Estándar,16677.3,3,5,0,0,1,2.5,38.41,Bajo,Selva,1
72,Preferente,19665.5,5,4,1,1,0,2.3,45.14,Bajo,Sierra,0
65,Estándar,9666.72,1,7,1,0,0,1.5,23.85,Medio,Selva,0
35,Estándar,23071.38,3,7,1,0,0,1.9,26.82,Bajo,Sierra,0
24,Estándar,31488.17,5,7,1,0,0,1.9,34.91,Bajo,Costa,0
27,Estándar,0.0,2,9,1,1,0,4.9,35.28,Bajo,Costa,0
24,Estándar,24494.72,4,5,1,1,0,4.3,34.58,Medio,Sierra,0
50,Preferente,33986.52,2,9,1,1,0,1.1,32.51,Medio,Costa,0
40,Premium,13773.5,1,6,1,1,1,3.5,32.39,Bajo,Costa,0
38,Preferente,30510.51,2,5,1,1,0,2.0,38.07,Alto,Selva,0
36,Estándar,62219.82,2,6,1,1,1,1.4,44.07,Bajo,Costa,0
65,Preferente,18434.86,2,8,1,1,0,3.8,31.15,Medio,Costa,0
36,Preferente,25899.61,2,12,1,1,0,1.5,54.51,Bajo,Costa,0
53,Preferente,8929.14,1,4,0,0,1,2.8,50.69,Bajo,Sierra,0
46,Estándar,22718.77,5,3,1,1,0,3.5,45.63,Bajo,Costa,1
35,Estándar,26904.07,3,7,1,0,0,3.2,39.98,Bajo,Sierra,0
19,Estándar,22922.64,4,8,1,1,0,4.9,51.06,Alto,Costa,0
18,Estándar,4704.57,3,6,0,0,0,4.1,32.68,Medio,Sierra,0
64,Estándar,23095.43,3,6,1,1,1,4.1,28.34,Alto,Costa,0
22,Estándar,41932.94,4,4,1,1,0,2.4,30.79,Bajo,Selva,0
37,Estándar,26729.54,1,5,1,0,1,1.0,26.98,Medio,Costa,0
28,Preferente,34429.81,4,15,1,1,2,3.9,35.97,Bajo,Sierra,0
59,Estándar,16444.82,1,7,0,1,1,5.0,37.4,Alto,Sierra,0
19,Estándar,31248.5,3,2,1,0,0,2.6,36.61,Muy Alto,Costa,0
20,Premium,24189.02,1,3,1,0,1,4.9,34.9,Alto,Costa,0
40,Premium,5736.34,5,7,1,0,0,1.6,36.07,Bajo,Sierra,0
72,Preferente,24777.82,4,4,1,1,1,2.2,48.89,Medio,Sierra,0
29,Premium,5124.55,5,5,0,1,0,1.7,39.96,Bajo,Costa,0
37,Estándar,10506.8,3,6,1,1,0,2.9,42.38,Bajo,Costa,0
22,Premium,22839.92,4,5,0,0,0,4.2,36.53,Bajo,Costa,0
54,Estándar,24458.66,3,8,1,0,0,2.4,22.08,Bajo,Costa,1
55,Estándar,2161.51,5,9,1,0,1,4.6,20.49,Medio,Costa,1
47,Estándar,35809.79,3,9,1,0,0,3.2,51.66,Medio,Selva,0
26,Estándar,28580.09,4,5,1,1,0,2.9,30.75,Medio,Costa,0
51,Estándar,9429.07,4,7,1,1,0,4.1,30.07,Alto,Costa,0
70,Preferente,0.0,3,8,1,0,1,1.4,36.97,Bajo,Sierra,0
61,Preferente,17826.43,4,6,1,1,0,4.1,39.4,Bajo,Selva,0
52,Estándar,13310.84,4,4,1,0,1,2.0,40.41,Medio,Costa,0
69,Estándar,21697.11,3,9,0,1,0,2.1,49.2,Medio,Costa,0
39,Preferente,14553.25,5,6,1,0,0,3.4,47.01,Bajo,Costa,0
61,Preferente,0.0,4,10,1,1,0,4.6,28.51,Alto,Costa,0
41,Estándar,14174.8,4,6,1,0,0,3.3,42.75,Medio,Costa,0
34,Preferente,15415.71,4,4,1,1,0,3.6,31.93,Medio,Costa,0
27,Estándar,29504.92,4,6,1,0,0,4.1,33.9,Medio,Costa,0
47,Estándar,9527.0,3,6,1,0,1,2.0,26.25,Medio,Selva,0
73,Premium,45180.12,5,5,0,1,1,4.3,21.46,Medio,Costa,0
63,Estándar,0.0,5,4,1,0,0,2.7,34.75,Medio,Costa,1
40,Estándar,39667.51,1,5,0,1,0,1.7,27.35,Bajo,Selva,1
49,Preferente,16635.22,4,8,0,1,0,2.4,42.42,Muy Alto,Sierra,0
34,Preferente,32893.77,4,9,0,1,0,2.0,32.75,Medio,Costa,0
67,Estándar,21197.02,1,8,1,1,1,1.9,37.47,Medio,Costa,0
68,Estándar,37093.33,5,11,1,0,2,2.1,45.94,Medio,Selva,0
34,Estándar,14189.57,2,6,1,1,0,1.7,23.12,Medio,Costa,0
31,Preferente,3520.69,2,12,1,1,0,3.7,29.2,Bajo,Sierra,1
26,Estándar,41307.56,5,10,1,1,2,3.3,36.45,Alto,Selva,1
57,Estándar,18297.79,4,8,0,0,0,3.6,37.5,Alto,Costa,0
19,Premium,23323.38,2,3,0,1,0,2.4,43.83,Bajo,Sierra,0
62,Estándar,38521.28,3,9,1,0,2,4.1,41.94,Bajo,Selva,0
42,Estándar,4520.67,3,6,1,0,0,1.5,35.78,Muy Alto,Sierra,0
56,Estándar,28932.36,1,9,0,0,0,3.3,37.43,Alto,Costa,0
26,Preferente,11151.58,5,3,1,0,0,2.1,37.65,Medio,Selva,0
71,Estándar,18017.46,5,6,1,0,1,3.1,23.24,Medio,Sierra,0
39,Estándar,21084.18,2,2,1,0,1,2.3,33.75,Alto,Sierra,0
60,Preferente,0.0,4,11,0,1,0,4.2,36.99,Bajo,Sierra,0
63,Estándar,8317.44,5,5,1,0,0,4.6,38.67,Medio,Costa,0
21,Estándar,40266.09,2,3,1,1,1,4.0,27.61,Medio,Costa,0
43,Estándar,33292.87,2,5,1,0,0,1.7,24.85,Alto,Costa,0
46,Estándar,19060.41,5,3,1,0,0,2.1,33.12,Bajo,Costa,0
62,Estándar,23646.85,2,9,0,1,0,4.7,50.74,Medio,Costa,0
51,Estándar,15586.36,1,10,1,1,0,2.7,28.45,Medio,Costa,0
40,Estándar,40348.75,1,7,1,1,1,4.8,44.39,Alto,Costa,0
54,Estándar,16994.71,5,12,1,1,0,2.6,47.68,Medio,Selva,0
28,Preferente,23477.63,4,5,1,0,1,4.8,35.36,Alto,Sierra,1
23,Premium,37190.45,1,6,1,1,0,4.7,29.56,Alto,Sierra,0
35,Preferente,8339.43,1,3,0,1,0,3.6,39.1,Medio,Costa,0
38,Preferente,43381.84,5,12,0,0,1,1.0,36.56,Bajo,Costa,0
59,Estándar,0.0,3,6,1,1,0,2.6,28.13,Medio,Costa,0
53,Premium,44444.63,2,12,0,1,1,4.6,29.73,Alto,Sierra,0
58,Estándar,14409.87,1,7,0,0,2,4.5,38.63,Bajo,Sierra,0
55,Premium,16359.52,3,4,1,1,1,1.7,42.47,Medio,Costa,0
51,Premium,0.0,4,4,1,1,0,2.6,32.42,Bajo,Sierra,0
34,Preferente,13178.08,3,5,0,1,1,4.3,34.45,Bajo,Sierra,0
54,Premium,4402.9,5,3,1,0,0,3.3,40.35,Medio,Sierra,0
42,Estándar,10885.3,4,8,0,1,1,4.4,33.62,Medio,Costa,0
55,Estándar,17940.34,4,8,0,0,0,4.3,32.61,Medio,Sierra,0
29,Estándar,34366.87,3,5,1,0,1,4.6,28.96,Alto,Sierra,0
40,Estándar,23114.05,5,10,0,0,1,1.5,28.82,Bajo,Costa,0
70,Estándar,24615.15,1,7,1,1,1,1.6,56.35,Bajo,Costa,0
59,Preferente,3567.21,3,4,1,1,0,1.3,33.43,Alto,Costa,0
39,Premium,6788.69,1,9,1,1,1,4.7,45.92,Medio,Costa,0
38,Estándar,46980.88,3,7,0,1,0,2.9,48.47,Bajo,Costa,1
44,Preferente,8971.98,1,9,1,0,0,1.3,33.53,Alto,Costa,0
74,Premium,44843.12,3,7,0,0,0,2.3,37.95,Alto,Costa,0
48,Premium,16354.08,4,2,0,1,0,2.4,35.82,Medio,Costa,0
23,Premium,20034.32,2,9,1,1,0,4.2,22.1,Alto,Costa,0
44,Estándar,36055.48,4,1,1,1,0,3.9,22.58,Bajo,Sierra,1
57,Premium,39078.39,1,7,0,0,0,3.8,35.39,Bajo,Selva,0
51,Preferente,18337.81,5,3,0,0,0,1.1,31.6,Alto,Costa,0
29,Estándar,14176.35,4,5,1,0,2,4.6,50.13,Medio,Costa,0
62,Estándar,19161.19,2,4,1,0,0,1.9,33.11,Bajo,Selva,0
74,Preferente,25069.36,1,5,1,0,1,3.5,50.61,Medio,Sierra,0
70,Estándar,33369.56,4,4,1,1,0,1.2,31.19,Medio,Costa,1
24,Preferente,20063.45,3,2,1,1,1,1.3,50.3,Bajo,Sierra,0
27,Preferente,29283.29,5,3,0,1,1,1.0,39.05,Medio,Costa,0
62,Estándar,44575.4,1,7,1,0,0,3.3,39.51,Bajo,Sierra,0
34,Estándar,25719.64,4,0,0,0,1,3.5,30.91,Medio,Selva,0
43,Preferente,24674.79,1,9,0,1,2,1.2,39.62,Medio,Costa,0
38,Estándar,0.0,3,5,1,1,0,2.2,48.54,Bajo,Selva,0
45,Estándar,0.0,2,4,1,1,0,4.4,33.84,Bajo,Costa,0
63,Estándar,25825.64,4,3,0,1,0,1.4,32.28,Alto,Sierra,0
19,Estándar,18577.64,1,7,1,1,0,1.9,33.03,Medio,Costa,0
71,Premium,12278.26,1,3,1,0,0,2.7,47.96,Medio,Sierra,0
60,Estándar,23652.95,1,3,0,0,2,4.4,41.84,Bajo,Costa,1
18,Preferente,19093.94,2,6,0,1,0,2.0,46.58,Medio,Sierra,0
68,Estándar,36916.7,1,8,0,1,0,5.0,37.51,Medio,Sierra,0
70,Estándar,21291.66,5,5,1,0,1,2.4,35.31,Bajo,Costa,0
53,Preferente,8796.15,5,5,1,1,2,2.5,38.39,Medio,Costa,1
68,Preferente,34852.49,1,7,1,1,1,1.5,43.56,Medio,Costa,0
43,Estándar,16743.03,5,5,1,1,1,3.7,33.02,Medio,Sierra,0
46,Estándar,27898.05,4,5,0,0,0,2.0,45.95,Bajo,Selva,0
38,Estándar,12838.84,5,3,0,0,1,3.5,37.93,Bajo,Costa,1
28,Estándar,10252.6,1,10,0,1,1,1.9,15.75,Muy Alto,Sierra,1
57,Preferente,21262.52,3,4,0,1,1,2.6,42.07,Muy Alto,Costa,0
28,Estándar,20192.43,4,7,0,1,3,4.4,24.82,Medio,Costa,0
53,Estándar,27197.41,2,6,1,1,0,4.0,41.87,Alto,Costa,0
66,Estándar,15970.31,1,4,0,1,0,1.6,42.21,Medio,Sierra,1
56,Premium,0.0,2,7,1,1,0,3.4,37.64,Bajo,Selva,0
57,Premium,13508.39,3,6,1,0,2,3.5,39.35,Bajo,Selva,0
52,Estándar,31907.28,2,3,1,1,0,1.4,43.79,Medio,Costa,0
71,Preferente,15539.36,1,12,0,1,0,2.9,31.03,Medio,Sierra,0
51,Estándar,16304.25,1,8,1,1,0,2.0,41.35,Medio,Costa,0
72,Estándar,34795.65,3,3,1,1,0,2.9,44.3,Muy Alto,Costa,1
64,Preferente,9320.4,1,8,0,1,0,4.1,49.08,Alto,Costa,0
